,boxon2_0.csv,boxon2_1.csv,boxon2_2.csv
327,2.452,2.436,2.416
328,2.4433333333333334,2.428,2.4050000000000002
329,2.4346666666666668,2.407,2.394
330,2.426,2.386,2.3535000000000004
331,2.395,2.3483333333333336,2.313
332,2.364,2.3106666666666666,2.277
333,2.3183333333333334,2.273,2.241
334,2.2726666666666664,2.2235,2.205
335,2.227,2.174,2.181
336,2.2026666666666666,2.1686666666666667,2.157
337,2.1783333333333332,2.163333333333333,2.1513333333333335
338,2.154,2.158,2.1456666666666666
339,2.1505,2.1325000000000003,2.14
340,2.147,2.107,2.0985
341,2.122333333333333,2.117,2.057
342,2.0976666666666666,2.1270000000000002,2.0803333333333334
343,2.073,2.137,2.1036666666666664
344,2.11,2.1325000000000003,2.127
345,2.147,2.128,2.115
346,2.1373333333333333,2.1375,2.103
347,2.1276666666666664,2.147,2.127
348,2.118,2.1493333333333333,2.151
349,2.144,2.1516666666666664,2.1359999999999997
350,2.17,2.154,2.121
351,2.151,2.102,2.106
352,2.132,2.05,2.0505
353,2.113,1.9945,1.995
354,2.05,1.939,1.937
355,1.987,1.861,1.879
356,1.9145,1.783,1.7996666666666667
357,1.842,1.7066666666666666,1.7203333333333333
358,1.7349999999999999,1.6303333333333334,1.641
359,1.628,1.554,1.611
360,1.6244999999999998,1.698,1.581
361,1.621,1.7734999999999999,1.782
362,1.7185000000000001,1.849,1.8173333333333332
363,1.816,1.8693333333333333,1.8526666666666667
364,1.8483333333333334,1.8896666666666666,1.888
365,1.8806666666666667,1.91,1.891
366,1.913,1.889,1.894
367,1.9075,1.868,1.892
368,1.902,1.8785,1.89
369,1.904,1.889,1.9045
370,1.906,1.8820000000000001,1.919
371,1.9115,1.875,1.8559999999999999
372,1.917,1.837,1.793
373,1.8575,1.799,1.806
374,1.798,1.802,1.819
375,1.8145,1.805,1.7883333333333333
376,1.831,1.763,1.7576666666666667
377,1.7810000000000001,1.721,1.727
378,1.731,1.7135,1.699
379,1.721,1.706,1.699
380,1.711,1.711,1.699
381,1.7125,1.7075,1.702
382,1.714,1.704,1.7035
383,1.714,1.713,1.705
384,1.717,1.7155,1.709
385,1.72,1.718,1.713
386,1.722,1.7275,1.719
387,1.73,1.737,1.7455
388,1.738,1.763,1.772
389,1.7650000000000001,1.5665,1.7725
390,1.792,1.37,1.773
391,1.6285,1.3825,1.5884999999999998
392,1.465,1.395,1.404
393,1.434,1.3399999999999999,1.4705
394,1.4015,1.285,1.537
395,1.369,1.3035,1.412
396,1.3355000000000001,1.322,1.287
397,1.302,1.703,1.4049999999999998
398,1.4935,1.6913333333333334,1.523
399,1.685,1.6796666666666666,1.5699999999999998
400,1.661,1.668,1.617
401,1.637,1.5579999999999998,1.5194999999999999
402,1.5265,1.448,1.422
403,1.416,1.365,1.359
404,1.391,1.3784999999999998,1.3735
405,1.366,1.392,1.388
406,1.3900000000000001,1.512,1.4355
407,1.414,1.5665,1.483
408,1.559,1.621,1.634
409,1.572,1.5619999999999998,1.5785
410,1.585,1.503,1.523
411,1.5385,1.5425,1.5485
412,1.492,1.582,1.574
413,1.5755,1.898,1.738
414,1.659,1.9246666666666665,1.902
415,1.963,1.9513333333333334,1.943
416,1.962,1.978,1.984
417,1.961,1.9914999999999998,1.9755
418,1.96,2.005,1.967
419,1.971,1.964,1.956
420,1.982,1.923,1.945
421,1.9369999999999998,1.827,1.934
422,1.892,1.731,1.8335
423,1.8403333333333334,1.7345000000000002,1.733
424,1.7886666666666666,1.738,1.735
425,1.737,1.646,1.737
426,1.7375,1.554,1.635
427,1.738,1.5875,1.533
428,1.62,1.621,1.587
429,1.502,1.6716666666666666,1.641
430,1.703,1.7223333333333333,1.7069999999999999
431,1.7553333333333334,1.773,1.773
432,1.8076666666666668,1.85,1.857
433,1.86,1.927,1.941
434,1.905,1.9080000000000001,1.9206666666666667
435,1.95,1.889,1.9003333333333332
436,1.9196666666666666,1.87,1.88
437,1.8893333333333333,1.8235000000000001,1.8295
438,1.859,1.777,1.779
439,1.81,1.7309999999999999,1.728
440,1.761,1.685,1.677
441,1.7174999999999998,1.6446666666666667,1.627
442,1.674,1.6043333333333334,1.577
443,1.6185,1.564,1.5310000000000001
444,1.563,1.483,1.485
445,1.5245,1.528,1.485
446,1.486,1.573,1.485
447,1.5145,1.754,1.6265
448,1.543,1.935,1.768
449,1.742,1.961,1.9035000000000002
450,1.941,1.987,2.039
451,1.98,1.931,1.9815
452,2.019,1.875,1.924
453,1.963,1.8703333333333334,1.8955
454,1.907,1.8656666666666666,1.867
455,1.8935,1.861,1.8625
456,1.88,1.8695,1.858
457,1.8895,1.878,1.8913333333333333
458,1.899,1.938,1.9246666666666667
459,1.931,1.998,1.958
460,1.963,1.986,1.9834999999999998
461,1.995,1.974,2.009
462,1.9965000000000002,1.9603333333333333,1.982
463,1.998,1.9466666666666668,1.955
464,1.9895,1.933,1.9585
465,1.981,1.9285,1.962
466,1.9723333333333335,1.924,1.9593333333333334
467,1.9636666666666667,1.938,1.9566666666666666
468,1.955,1.952,1.954
469,1.9575,1.967,1.9585
470,1.96,1.982,1.963
471,1.974,1.9943333333333333,1.982
472,1.988,2.006666666666667,2.001
473,2.0084999999999997,2.019,2.0126666666666666
474,2.029,2.0295,2.0243333333333333
475,2.036,2.04,2.036
476,2.0429999999999997,2.0380000000000003,2.0355
477,2.05,2.036,2.035
478,2.0475,2.036,2.0375
479,2.045,2.036,2.04
480,2.048,2.036,2.0389999999999997
481,2.051,2.0315000000000003,2.038
482,2.045,2.027,2.029
483,2.039,2.0095,2.02
484,2.031,1.992,1.9975
485,2.023,1.9655,1.975
486,1.9965000000000002,1.939,1.9540000000000002
487,1.97,1.936,1.933
488,1.9635,1.933,1.933
489,1.957,1.9285,1.933
490,1.955,1.924,1.9420000000000002
491,1.953,1.9405000000000001,1.951
492,1.9585,1.957,1.9695
493,1.964,1.9705,1.988
494,1.9835,1.984,1.99
495,2.003,1.979,1.992
496,2.003,1.974,1.994
497,2.003,1.9735,1.9889999999999999
498,2.0010000000000003,1.973,1.984
499,1.999,1.98,1.9825
500,1.997,1.987,1.981
501,1.9955,1.9836666666666667,1.9835
502,1.994,1.9803333333333335,1.986
503,1.9906666666666666,1.977,1.9805000000000001
504,1.9873333333333334,1.9700000000000002,1.975
505,1.984,1.963,1.9693333333333334
506,1.9775,1.948,1.9636666666666667
507,1.971,1.933,1.958
508,1.9615,1.9296666666666666,1.9435
509,1.952,1.9263333333333335,1.929
510,1.9496666666666667,1.923,1.9255
511,1.9473333333333334,1.9104999999999999,1.922
512,1.945,1.898,1.9095
513,1.9295,1.8875,1.897
514,1.914,1.877,1.8885
515,1.9015,1.8745,1.88
516,1.889,1.872,1.8795
517,1.887,1.871,1.879
518,1.885,1.876,1.89
519,1.893,1.881,1.891
520,1.896,1.892,1.892
521,1.899,1.899,1.905
522,1.914,1.906,1.9115
523,1.9195,1.9144999999999999,1.918
524,1.925,1.923,1.9249999999999998
525,1.9295,1.929,1.932
526,1.934,1.935,1.938
527,1.946,1.939,1.944
528,1.948,1.9405000000000001,1.9409999999999998
529,1.95,1.942,1.938
530,1.948,1.9415,1.938
531,1.946,1.941,1.938
532,1.944,1.9435,1.9375
533,1.942,1.946,1.937
534,1.9475,1.9495,1.9405000000000001
535,1.953,1.953,1.944
536,1.956,1.9485000000000001,1.946
537,1.959,1.944,1.948
538,1.9595,1.9415,1.9465
539,1.96,1.939,1.945
540,1.956,1.9344999999999999,1.9395
541,1.952,1.93,1.934
542,1.948,1.9245,1.9285
543,1.944,1.919,1.923
544,1.939,1.9165,1.917
545,1.934,1.914,1.911
546,1.9285,1.9115,1.911
547,1.923,1.909,1.911
548,1.921,1.9125,1.912
549,1.919,1.916,1.913
550,1.921,1.9195,1.9140000000000001
551,1.923,1.923,1.915
552,1.925,1.9236666666666666,1.9155
553,1.927,1.9243333333333335,1.916
554,1.927,1.925,1.9175
555,1.927,1.925,1.919
556,1.927,1.925,1.919
557,1.927,,1.919
